USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
root               332 234.0 11.9 412580800 750672   ??  Rs    6:50PM  10:23.97 /Applications/Kaspersky Anti-Virus For Mac.app/Contents/MacOS/kavd.app/Contents/MacOS/kavd -r -bl
root              2369  23.5  0.4 411102464  26656 s000  S+    7:03PM   0:00.16 /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/Resources/Python.app/Contents/MacOS/Python collector-macOSv2.py
root               356   0.0  0.1 426919536   5616   ??  S     6:50PM   0:00.06 /usr/sbin/systemstats --logger-helper /private/var/db/systemstats
_ctkd              355   0.0  0.0 426883904   2656   ??  Ss    6:50PM   0:00.03 /System/Library/Frameworks/CryptoTokenKit.framework/ctkd -st
root               351   0.0  0.1 426884432   3888   ??  Ss    6:50PM   0:00.05 /System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
root               350   0.0  0.1 426918544   8864   ??  Ss    6:50PM   0:00.07 /usr/libexec/biometrickitd --launchd
root               349   0.0  0.2 426917408  10432   ??  Ss    6:50PM   0:00.07 /System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
root               348   0.0  0.1 426883312   4320   ??  Ss    6:50PM   0:00.08 /System/Library/CoreServices/TimeMachine/backupd-helper -launchd
root               346   0.0  0.0 426879312   2384   ??  Ss    6:50PM   0:00.06 /usr/libexec/sysmond
root               345   0.0  0.1 426884800   3264   ??  Ss    6:50PM   0:00.03 /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
root               344   0.0  0.2 411571984  14816   ??  Ss    6:50PM   0:03.93 /Library/SystemExtensions/59706A26-1865-462A-B781-E1986BB9105C/com.kaspersky.kav.sysext.systemextension/Contents/MacOS/com.kaspersky.kav.sysext
_nsurlsessiond     343   0.0  0.0 426883168   1776   ??  S     6:50PM   0:00.04 /usr/sbin/distnoted agent
root               341   0.0  0.0 426880080   1936   ??  Ss    6:50PM   0:00.02 /System/Library/CoreServices/ReportCrash daemon
root               339   0.0  0.1 426917632   4608   ??  Ss    6:50PM   0:01.09 /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
root               334   0.0  0.0 410621040   1760   ??  Ss    6:50PM   0:00.01 /Library/Parallels Guest Tools/prltoolsd
root               333   0.0  0.8 411509376  51696   ??  Rs    6:50PM   0:04.20 /Library/Application Support/Kaspersky Lab/klnagent/Binaries/klnagent
root               330   0.0  0.1 426918640   4208   ??  Ss    6:50PM   0:00.15 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Versions/A/XPCServices/com.apple.MobileSoftwareUpdate.CleanupPreparePathService.xpc/Contents/MacOS/com.apple.MobileSoftwareUpdate.CleanupPreparePathService
root               329   0.0  0.0 426883440   1872   ??  Ss    6:50PM   0:00.06 /usr/libexec/logd_helper
root               327   0.0  0.1 426918000   3792   ??  Ss    6:50PM   0:00.39 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
root               326   0.0  0.1 426921392   4480   ??  Ss    6:50PM   0:00.09 /usr/libexec/symptomsd-diag
_spotlight         325   0.0  0.0 426883168   1776   ??  S     6:50PM   0:00.05 /usr/sbin/distnoted agent
root               324   0.0  0.0 411146992   3120   ??  Ss    6:50PM   0:00.04 /System/Library/PrivateFrameworks/PowerLog.framework/Versions/A/XPCServices/PerfPowerTelemetryClientRegistrationService.xpc/Contents/MacOS/PerfPowerTelemetryClientRegistrationService
root               275   0.0  0.0 426879696   1728   ??  Ss    6:50PM   0:00.02 /System/Library/CoreServices/liquiddetectiond.app/liquiddetectiond
root               303   0.0  0.0 426883216   2512   ??  Ss    6:50PM   0:00.04 /usr/libexec/usbd
root               318   0.0  0.2 426918544  14416   ??  Ss    6:50PM   0:00.31 /System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd -daemon
_softwareupdate    314   0.0  0.0 426883168   1776   ??  S     6:50PM   0:00.04 /usr/sbin/distnoted agent
_avphidbridge      313   0.0  0.1 426883856   3424   ??  Ss    6:50PM   0:02.71 /usr/libexec/AppleVirtualPlatformHIDBridge
root               311   0.0  0.2 426943168  11968   ??  Ss    6:50PM   0:00.43 /usr/libexec/searchpartyd
root               310   0.0  0.1 410886224   3664   ??  Ss    6:50PM   0:00.51 /usr/libexec/audioclocksyncd
_cmiodalassistants   309   0.0  0.1 426917776   5792   ??  Ss    6:50PM   0:00.09 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/UVCAssistant.systemextension/Contents/MacOS/UVCAssistant
root               308   0.0  0.0 410622656   1568   ??  Ss    6:50PM   0:00.03 /usr/libexec/cryptexd
_cmiodalassistants   307   0.0  0.1 426916816   4976   ??  Ss    6:50PM   0:00.06 /usr/libexec/cameracaptured
_coreaudiod        305   0.0  0.0 410261664   2384   ??  Ss    6:50PM   0:00.05 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
_locationd         304   0.0  0.0 426916368   3008   ??  S     6:50PM   0:00.07 /usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
_softwareupdate    302   0.0  0.2 431326832  11344   ??  Ss    6:50PM   0:04.44 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
_locationd         301   0.0  0.1 426919936   5584   ??  S     6:50PM   0:00.15 /usr/libexec/trustd --agent
root               300   0.0  0.1 426916688   4960   ??  Ss    6:50PM   0:00.07 /usr/libexec/ApplicationFirewall/socketfilterfw
_locationd         299   0.0  0.0 426883744   1872   ??  S     6:50PM   0:00.06 /usr/sbin/cfprefsd agent
_locationd         298   0.0  0.1 426918320   4992   ??  S     6:50PM   0:00.07 /usr/libexec/secinitd
_locationd         297   0.0  0.0 426883168   1792   ??  S     6:50PM   0:00.06 /usr/sbin/distnoted agent
_locationd         296   0.0  0.2 426920704  10256   ??  S     6:50PM   0:00.22 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
root               295   0.0  0.1 426917744   3792   ??  Ss    6:50PM   0:00.08 /usr/libexec/countryd
_netbios           294   0.0  0.0 426884160   2720   ??  SNs   6:50PM   0:00.09 /usr/sbin/netbiosd
root               293   0.0  0.1 426883792   3456   ??  Ss    6:50PM   0:00.10 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar -daemon
root               292   0.0  0.0 426883312   2464   ??  Ss    6:50PM   0:00.05 /usr/libexec/apfsd
root               291   0.0  0.0 426883296   2368   ??  Ss    6:50PM   0:00.03 /System/Library/CryptoTokenKit/com.apple.ifdreader.slotd/Contents/MacOS/com.apple.ifdreader
_coreaudiod        290   0.0  0.0 410122368   2000   ??  Ss    6:50PM   0:00.02 /System/Library/Frameworks/CoreAudio.framework/Versions/A/XPCServices/com.apple.audio.DriverHelper.xpc/Contents/MacOS/com.apple.audio.DriverHelper
root               285   0.0  0.1 426919200   9168   ??  Ss    6:50PM   0:00.14 /System/Library/Frameworks/SystemExtensions.framework/Versions/A/Helpers/sysextd
_coreaudiod        279   0.0  0.0 426883168   1776   ??  S     6:50PM   0:00.05 /usr/sbin/distnoted agent
_cmiodalassistants   274   0.0  0.0 426883168   1776   ??  S     6:50PM   0:00.05 /usr/sbin/distnoted agent
_coreaudiod        273   0.0  0.3 426947088  17520   ??  Ss    6:50PM   0:03.36 /usr/sbin/coreaudiod
_nsurlsessiond     269   0.0  0.2 426921040  11408   ??  Rs    6:50PM   0:00.23 /usr/libexec/nsurlsessiond --privileged
root               249   0.0  0.1 426880576   3248   ??  Ss    6:50PM   0:00.04 /System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
root               248   0.0  0.1 426918896   4768   ??  Ss    6:50PM   0:00.11 /System/Library/CoreServices/TimeMachine/backupd
root               245   0.0  0.0 410130656   1936   ??  Ss    6:50PM   0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
root               243   0.0  0.0 426917648   3120   ??  Ss    6:50PM   0:00.09 /usr/libexec/securityd_system
root               236   0.0  0.1 426917104   5056   ??  Ss    6:50PM   0:00.11 /usr/libexec/findmybeaconingd
root               235   0.0  0.1 426917552   6688   ??  Ss    6:50PM   0:00.06 /usr/sbin/WirelessRadioManagerd
root               229   0.0  0.1 426917760   3824   ??  Ss    6:50PM   0:00.07 /usr/sbin/mDNSResponderHelper
_networkd          218   0.0  0.2 426931280  15488   ??  Ss    6:50PM   0:00.57 /usr/libexec/symptomsd
root               217   0.0  0.1 426917888   6000   ??  Ss    6:50PM   0:00.08 /usr/libexec/findmydeviced
root               216   0.0  0.2 426926656  12672   ??  Ss    6:50PM   0:01.14 /usr/libexec/nehelper
_driverkit         215   0.0  0.0 426851472    528   ??  Ss    6:50PM   0:00.03 /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDDrivers 0x100000303 com.apple.AppleUserHIDDrivers
_driverkit         214   0.0  0.0 426851456    528   ??  Ss    6:50PM   0:00.05 /System/Library/DriverExtensions/com.apple.DriverKit-IOUserDockChannelSerial.dext/com.apple.DriverKit-IOUserDockChannelSerial com.apple.IOUserDockChannelSerial 0x100000302 com.apple.DriverKit-IOUserDockChannelSerial
root               213   0.0  0.1 426883216   3344   ??  Ss    6:50PM   0:00.04 /usr/libexec/bootinstalld
_biome             211   0.0  0.1 426917152   9312   ??  Ss    6:50PM   0:00.32 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
_appleevents       208   0.0  0.1 426917632   5472   ??  Ss    6:50PM   0:00.12 /System/Library/CoreServices/appleeventsd --server
root               207   0.0  0.1 426922832   9232   ??  Ss    6:50PM   0:00.51 /usr/libexec/storagekitd
root               206   0.0  0.1 426883728   4832   ??  Ss    6:50PM   0:00.22 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
root               205   0.0  0.0 426883184   2352   ??  Ss    6:50PM   0:00.05 /usr/libexec/colorsyncd
root               203   0.0  0.0 426879648   1712   ??  Ss    6:50PM   0:00.01 /System/Library/Frameworks/ColorSync.framework/Versions/A/XPCServices/com.apple.ColorSyncXPCAgent.xpc/Contents/MacOS/com.apple.ColorSyncXPCAgent
_mdnsresponder     202   0.0  0.2 426930816  15216   ??  Ss    6:50PM   0:00.88 /usr/sbin/mDNSResponder
root               201   0.0  0.0 426883248   2512   ??  Ss    6:50PM   0:00.03 /usr/libexec/colorsync.displayservices
root               199   0.0  0.2 426919024  10192   ??  Ss    6:50PM   0:00.31 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
root               194   0.0  0.3 426926608  17568   ??  Ss    6:50PM   0:03.46 /usr/libexec/syspolicyd
root               193   0.0  0.1 426918304   5040   ??  Ss    6:50PM   0:00.07 /usr/libexec/secinitd
_windowserver      191   0.0  0.0 426883168   1792   ??  S     6:50PM   0:00.05 /usr/sbin/distnoted agent
_hidd              190   0.0  0.0 426883184   2800   ??  Ss    6:50PM   0:00.01 /usr/libexec/hidd
root               189   0.0  0.1 410785824   3280   ??  Ss    6:50PM   0:00.13 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
root               188   0.0  0.2 426921728  14000   ??  Ss    6:50PM   0:01.06 /usr/libexec/airportd
root               187   0.0  0.1 426918992   7136   ??  Ss    6:50PM   0:00.11 /usr/libexec/eligibilityd
root               186   0.0  0.1 426916384   4080   ??  Ss    6:50PM   0:00.06 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
root               184   0.0  0.3 426929200  21584   ??  Ss    6:50PM   0:10.09 /usr/libexec/mobileassetd
root               178   0.0  0.0 426883168   2000   ??  S     6:50PM   0:00.05 /usr/sbin/distnoted agent
root              2383   0.0  0.0 410865488   2176 s000  R+    7:03PM   0:00.01 ps aux
root               183   0.0  0.1 426879088   3824   ??  Ss    6:50PM   0:00.05 /usr/libexec/PowerUIAgent
root               181   0.0  0.1 426917520   3248   ??  Ss    6:50PM   0:00.04 /usr/libexec/trustdFileHelper
_analyticsd        165   0.0  0.2 426928784  12992   ??  Ss    6:50PM   0:00.58 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
_iconservices      119   0.0  0.1 426917520   5328   ??  Ss    6:50PM   0:00.06 /System/Library/CoreServices/iconservicesd
_locationd         137   0.0  0.3 426932480  15968   ??  Ss    6:50PM   0:00.80 /usr/libexec/locationd
root               168   0.0  0.1 426917040   3840   ??  Ss    6:50PM   0:00.03 /usr/libexec/powerexperienced
root               167   0.0  0.3 426926848  18352   ??  Ss    6:50PM   0:00.46 /usr/libexec/lsd runAsRoot
root               166   0.0  0.1 426903040   6080   ??  Ss    6:50PM   0:00.47 /System/Library/CoreServices/coreservicesd
_accessoryupdater   100   0.0  0.1 426919520   9200   ??  Ss    6:50PM   0:02.62 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/accessoryupdaterd 120
_softwareupdate    111   0.0  0.1 426919936   4768   ??  Ss    6:50PM   0:00.12 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
_usbmuxd           134   0.0  0.1 426927680   3760   ??  Ss    6:50PM   0:00.15 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd -launchd
root               162   0.0  0.3 426930928  18096   ??  Ss    6:50PM   0:02.96 /usr/libexec/runningboardd
_timed             133   0.0  0.1 426917744   5568   ??  Ss    6:50PM   0:00.07 /usr/libexec/timed
_distnote          143   0.0  0.1 426883168   3360   ??  Ss    6:50PM   0:00.13 /usr/sbin/distnoted daemon
_corespeechd       112   0.0  0.0 410654288   2160   ??  Ss    6:50PM   0:00.03 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system
developer          161   0.0  0.3 411235328  18144   ??  Ss    6:50PM   0:01.25 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow console
root               159   0.0  0.2 426928160  14480   ??  Ss    6:50PM   0:02.35 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd system
root               104   0.0  0.0 426879696   2160   ??  Ss    6:50PM   0:00.01 /usr/libexec/IOMFB_bics_daemon
root               157   0.0  0.4 426919008  22688   ??  Ss    6:50PM   0:00.22 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
root                98   0.0  0.3 426928320  17824   ??  Ss    6:50PM   0:00.23 /usr/sbin/systemstats --daemon
root               150   0.0  0.1 426883648   5552   ??  Ss    6:50PM   0:00.06 /usr/libexec/usermanagerd -t 15
root               146   0.0  0.0 426879600   1008   ??  Ss    6:50PM   0:00.09 /usr/libexec/dirhelper
root               145   0.0  0.3 426922784  18752   ??  Ss    6:50PM   0:01.26 /usr/libexec/PerfPowerServices
root               148   0.0  0.1 426918144   3200   ??  Ss    6:50PM   0:00.08 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
root               138   0.0  0.1 426919040   8928   ??  Ss    6:50PM   0:00.39 /usr/libexec/nesessionmanager
root               141   0.0  0.3 426923488  18576   ??  Ss    6:50PM   0:03.16 /usr/libexec/dasd
root               132   0.0  0.2 426919104  10640   ??  Ss    6:50PM   0:01.22 /System/Library/CoreServices/launchservicesd
root               124   0.0  0.3 426926064  18624   ??  Ss    6:50PM   0:00.48 /usr/libexec/coreduetd
root               102   0.0  0.1 426918848   8640   ??  Ss    6:50PM   0:00.19 endpointsecurityd
root                95   0.0  0.2 426923072  11024   ??  Ss    6:50PM   0:00.60 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
root                91   0.0  0.1 427091792   4736   ??  Ss    6:50PM   0:00.07 /usr/libexec/smd
root               158   0.0  0.0 426883440   1040   ??  Ss    6:50PM   0:00.02 aslmanager
root               125   0.0  0.0 426884064   1728   ??  Ss    6:50PM   0:00.08 /usr/sbin/syslogd
root               101   0.0  0.2 426921632   9648   ??  Ss    6:50PM   0:00.44 /usr/libexec/configd
root                92   0.0  0.3 426925920  16880   ??  Ss    6:50PM   0:00.82 /usr/libexec/UserEventAgent (System)
root               110   0.0  0.0 426883296   2864   ??  Ss    6:50PM   0:00.02 /usr/libexec/keybagd -t 15
root               108   0.0  0.1 426917376   3520   ??  Ss+   6:50PM   0:00.04 /usr/libexec/remoted
root               103   0.0  0.1 426918672   8368   ??  Ss    6:50PM   0:00.54 /System/Library/CoreServices/powerd.bundle/powerd
root               106   0.0  0.1 426917776   6608   ??  Ss    6:50PM   0:01.02 /usr/libexec/amfid
root               135   0.0  0.1 426919376   6848   ??  Ss    6:50PM   0:00.36 /usr/sbin/securityd -i
root               156   0.0  0.2 426918816   9824   ??  Ss    6:50PM   0:00.37 /usr/libexec/AirPlayXPCHelper
root               155   0.0  0.2 426916944  10704   ??  Ss    6:50PM   0:00.21 /usr/libexec/corebrightnessd --launchd
root               131   0.0  0.3 426922272  16272   ??  Ss    6:50PM   0:00.93 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
root               128   0.0  0.1 426917520   5648   ??  Ss    6:50PM   0:00.13 /usr/libexec/thermalmonitord
root               152   0.0  0.3 426929776  16912   ??  Ss    6:50PM   0:00.64 /usr/sbin/bluetoothd
root               154   0.0  0.1 426918416   5152   ??  Ss    6:50PM   0:00.13 /usr/libexec/sandboxd
root               149   0.0  0.0 426879664   1344   ??  Ss    6:50PM   0:00.01 /usr/sbin/KernelEventAgent
root               147   0.0  0.1 426883264   5264   ??  Ss    6:50PM   0:00.06 /System/Library/CoreServices/logind
root               144   0.0  0.1 426917040   3504   ??  Ss    6:50PM   0:00.02 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
root               140   0.0  0.0 426879648   2224   ??  Ss    6:50PM   0:00.03 autofsd
root               120   0.0  0.1 426921280   5664   ??  Ss    6:50PM   0:01.21 /usr/libexec/kernelmanagerd
root               174   0.0  0.0 426879664   2080   ??  S     6:50PM   0:00.01 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/XPCServices/csnameddatad.xpc/Contents/MacOS/csnameddatad
root              2368   0.0  0.0 410744464   2720 s000  S     7:03PM   0:00.01 sh
root              2367   0.0  0.1 410621840   8352 s000  S     7:03PM   0:00.03 su
root              2366   0.0  0.1 410884704   6368 s000  S     7:03PM   0:00.03 sudo su
developer         2301   0.0  0.1 426917328   5136   ??  S     7:01PM   0:00.02 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
developer         2289   0.0  0.1 410786720   6928   ??  Ss    7:01PM   0:00.06 /System/Library/PrivateFrameworks/CSExattrCrypto.framework/Versions/A/XPCServices/CSExattrCryptoService.xpc/Contents/MacOS/CSExattrCryptoService
developer         2288   0.0  0.2 426929504  12032   ??  Ss    7:01PM   0:00.14 /System/Library/ExtensionKit/Extensions/ImageThumbnailExtension.appex/Contents/MacOS/ImageThumbnailExtension
developer         2277   0.0  0.4 426929984  23600   ??  S     7:01PM   0:00.43 /System/Library/PrivateFrameworks/HelpData.framework/Versions/A/Resources/helpd
developer         2222   0.0  0.4 410887088  24752   ??  Ss    7:00PM   0:00.25 /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
developer         2216   0.0  0.1 410392736   3328   ??  Ss    7:00PM   0:00.04 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
developer         2213   0.0  0.3 431341184  20192   ??  Ss    7:00PM   0:00.19 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
developer         2212   0.0  0.8 431347632  47632   ??  Ss    7:00PM   0:00.29 /System/Library/ExtensionKit/Extensions/WebThumbnailExtension.appex/Contents/MacOS/WebThumbnailExtension
developer         2211   0.0  0.2 426928112  14480   ??  Ss    7:00PM   0:00.12 /System/Library/ExtensionKit/Extensions/OfficeThumbnailExtension.appex/Contents/MacOS/OfficeThumbnailExtension
developer         2210   0.0  0.1 426894336   8928   ??  Ss    7:00PM   0:00.06 /System/Library/Frameworks/ExtensionFoundation.framework/Versions/A/XPCServices/extensionkitservice.xpc/Contents/MacOS/extensionkitservice
developer         2209   0.0  0.2 426902416  14592   ??  Ss    6:59PM   0:00.07 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
developer         2208   0.0  1.2 411087104  73520   ??  Ss    6:59PM   0:01.87 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
developer         2163   0.0  0.1 426917488   7504   ??  S     6:58PM   0:00.07 /usr/libexec/biomesyncd
_diskimagesiod    2155   0.0  0.1 426951840   9216   ??  Ss    6:58PM   0:00.07 /usr/libexec/diskimagesiod
root              2147   0.0  0.1 426918352   8832   ??  Ss    6:57PM   0:00.05 /usr/libexec/ospredictiond
developer         2142   0.0  0.4 426969728  27184   ??  S     6:56PM   0:00.28 /usr/libexec/studentd
developer         2131   0.0  0.2 426894864  15328   ??  S     6:56PM   0:00.09 /usr/libexec/mlhostd
developer         2102   0.0  0.1 426918416   6640   ??  Ss    6:56PM   0:00.70 /System/Library/PrivateFrameworks/MessagesBlastDoorSupport.framework/Versions/A/XPCServices/MessagesBlastDoorService.xpc/Contents/MacOS/MessagesBlastDoorService
developer         2101   0.0  0.1 426920832   8864   ??  S     6:56PM   0:00.18 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsagent
developer         2100   0.0  0.1 426884736   5056   ??  S     6:56PM   0:00.06 /usr/libexec/seserviced
developer         2099   0.0  0.1 426917120   8976   ??  S     6:56PM   0:00.11 /System/Library/PrivateFrameworks/BusinessChatService.framework/businessservicesd
root              2056   0.0  0.1 426883760   3744   ??  Ss    6:56PM   0:00.03 /usr/libexec/betaenrollmentd
developer         2053   0.0  0.1 426917616   5584   ??  S     6:56PM   0:00.05 /usr/libexec/betaenrollmentagent
developer         2055   0.0  0.3 426924112  18800   ??  S     6:56PM   0:00.32 /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
developer         2052   0.0  0.4 426924352  26320   ??  S     6:56PM   0:00.41 /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
developer         2050   0.0  0.3 426929696  20208   ??  S     6:56PM   0:00.20 /usr/libexec/tipsd
developer         2040   0.0  0.1 426921200   9296   ??  Ss    6:56PM   0:00.28 /System/Library/PrivateFrameworks/IntelligencePlatformCompute.framework/Versions/A/XPCServices/IntelligencePlatformComputeService.xpc/Contents/MacOS/IntelligencePlatformComputeService
developer         2014   0.0  0.1 426879728   6784   ??  S     6:56PM   0:00.03 /usr/libexec/feedbackd
